Order_ID,Order_Date,Customer_ID,Product,Category,Region,State,Quantity,Sales,Profit,Payment_Mode,Customer_Type
ORD0060,2025-11-15,CUST007,Headphones,Electronics,East,West Bengal,1,2816.83,474.29,UPI,Corporate
ORD0061,2025-04-04,CUST117,Pen Set,Stationery,North,Punjab,1,173.71,20.06,Debit Card,Returning
ORD0062,2025-05-10,CUST014,Pen Set,Stationery,South,Tamil Nadu,2,366.33,73.19,Debit Card,New
ORD0063,2025-05-07,CUST062,Smartphone,Electronics,West,Maharashtra,4,97663.03,17019.46,Credit Card,Returning
ORD0064,2025-12-25,CUST030,Smartphone,Electronics,North,Punjab,5,120089.7,10034.43,Credit Card,Returning
ORD0065,2025-10-22,CUST020,Smartphone,Electronics,West,Gujarat,7,153871.2,29697.59,Net Banking,Corporate
ORD0066,2025-06-04,CUST011,Office Chair,Furniture,West,Goa,2,18683.97,3048.97,Debit Card,Corporate
ORD0067,2025-09-17,CUST126,Pen Set,Stationery,South,Karnataka,6,975.42,130.72,UPI,Returning
ORD0068,2025-03-20,CUST070,Notebook,Stationery,East,Bihar,7,792.99,122.4,Net Banking,Corporate
ORD0069,2025-10-31,CUST023,Backpack,Accessories,East,Odisha,5,8825.19,874.57,Debit Card,Returning
ORD0070,2025-11-09,CUST084,Office Chair,Furniture,East,Bihar,7,58553.9,8716.41,Credit Card,Returning
ORD0071,2025-06-24,CUST071,Office Chair,Furniture,South,Tamil Nadu,5,47603.4,9055.92,Net Banking,New
ORD0072,2025-05-04,CUST122,Shoes,Fashion,North,Delhi,7,22896.04,4616.6,Cash,Returning
ORD0073,2025-04-24,CUST149,Laptop,Electronics,West,Gujarat,7,413084.51,45952.02,Debit Card,Returning
ORD0074,2025-10-09,CUST079,Shoes,Fashion,South,Tamil Nadu,6,18968.69,2669.83,Debit Card,New
ORD0075,2025-03-03,CUST071,Smartphone,Electronics,North,Punjab,3,62560.43,12369.51,Net Banking,Corporate
ORD0076,2025-04-10,CUST004,T-Shirt,Fashion,South,Karnataka,5,4305.92,369.83,Net Banking,New
ORD0077,2025-10-11,CUST126,Desk,Furniture,West,Maharashtra,5,64461.26,4851.09,UPI,New
ORD0078,2025-09-03,CUST065,T-Shirt,Fashion,South,Tamil Nadu,8,7093.27,1724.37,Cash,New
ORD0079,2025-02-07,CUST078,Smartphone,Electronics,East,Odisha,1,20634.5,4379.23,UPI,New
ORD0080,2025-11-02,CUST114,Smartphone,Electronics,East,Bihar,4,96265.26,12136.7,Debit Card,Corporate
ORD0081,2025-11-14,CUST054,Pen Set,Stationery,South,Telangana,1,189.43,37.51,Credit Card,Returning
ORD0082,2025-03-30,CUST121,Smartphone,Electronics,North,Delhi,2,41321.86,5442.23,Debit Card,New
ORD0083,2025-05-25,CUST068,Office Chair,Furniture,South,Telangana,8,62410.06,6034.1,Net Banking,Corporate
ORD0084,2025-10-06,CUST037,Office Chair,Furniture,East,West Bengal,4,36104.9,8364.87,,New
ORD0085,2025-10-19,CUST078,Headphones,Electronics,South,Telangana,5,12622.35,1814.33,Cash,Returning
ORD0086,2025-02-11,CUST065,Shoes,Fashion,East,Odisha,1,3591.54,707.2,UPI,New
ORD0087,2025-05-18,CUST133,Office Chair,Furniture,West,Goa,1,9271.61,788.44,Cash,Returning
ORD0088,2025-09-09,CUST083,Headphones,Electronics,East,Bihar,2,5087.51,669.87,UPI,New
ORD0089,2025-09-11,CUST141,Notebook,Stationery,East,Bihar,5,639.39,83.18,UPI,Returning
ORD0090,2025-06-15,CUST132,Smartphone,Electronics,South,Tamil Nadu,2,50272.03,6577.34,UPI,Corporate
ORD0091,2025-01-28,CUST128,Shoes,Fashion,East,Odisha,4,13179.01,2300.09,Cash,New
ORD0092,2025-03-09,CUST032,Office Chair,Furniture,South,Telangana,5,42904.98,8136.93,UPI,Corporate
ORD0093,2025-03-23,CUST024,T-Shirt,Fashion,North,Rajasthan,5,4669.69,749.25,Credit Card,New
ORD0094,2025-03-20,CUST070,Backpack,Accessories,West,Goa,8,16317.55,1768.37,Cash,Returning
ORD0095,2025-10-10,CUST131,Backpack,Accessories,North,Punjab,3,5377.84,1260.42,Credit Card,New
ORD0096,2025-09-17,CUST077,Desk,Furniture,East,Odisha,5,66308.24,7066.32,Net Banking,Corporate
ORD0097,2025-10-03,CUST140,Backpack,Accessories,North,Punjab,8,14202.45,2277.84,Cash,Returning
ORD0098,2025-05-03,CUST012,Notebook,Stationery,North,Rajasthan,7,805.05,165.12,Debit Card,Corporate
ORD0099,2025-12-06,CUST129,Backpack,Accessories,East,Odisha,3,5528.69,317.37,Net Banking,Returning
ORD0100,2025-09-27,CUST040,Smartphone,Electronics,East,West Bengal,8,159075.29,12540.08,UPI,Returning
ORD0101,2025-12-21,CUST137,Desk,Furniture,South,Telangana,7,89246.57,19665.75,Cash,Returning
ORD0102,2025-02-05,CUST059,Backpack,Accessories,West,Goa,4,7616.09,1783.58,UPI,Returning
ORD0103,2025-03-27,CUST015,Smartphone,Electronics,West,Gujarat,5,123844.16,7331.35,Debit Card,Returning
ORD0104,2025-05-06,CUST044,Notebook,Stationery,East,West Bengal,7,874.84,182.41,Credit Card,New
ORD0105,2025-12-16,CUST060,T-Shirt,Fashion,East,Bihar,4,3687.9,614.52,Cash,Corporate
ORD0106,2025-12-08,CUST074,Desk,Furniture,East,Odisha,1,13496.73,1930.72,Net Banking,New
ORD0107,2025-10-28,CUST065,Smartphone,Electronics,East,Odisha,5,116570.81,15720.95,Cash,Returning
ORD0108,2025-02-24,CUST076,Office Chair,Furniture,East,Odisha,4,33841.6,4121.63,Debit Card,New
ORD0109,2025-10-17,CUST074,Pen Set,Stationery,South,Karnataka,1,202.98,40.4,Credit Card,Corporate
ORD0110,2025-04-08,CUST036,Notebook,Stationery,North,Rajasthan,5,641.66,124.6,UPI,Corporate
ORD0111,2025-01-18,CUST076,Laptop,Electronics,South,Tamil Nadu,6,357419.68,24314.07,Debit Card,
ORD0112,2025-03-09,CUST043,Pen Set,Stationery,North,Delhi,6,1115.33,259.53,Debit Card,Returning
ORD0113,2025-08-28,CUST102,Desk,Furniture,South,Karnataka,2,22444.54,5460.76,Net Banking,Returning
ORD0114,2025-05-16,CUST068,Smartphone,Electronics,East,West Bengal,2,44602.65,8232.12,Net Banking,Returning
ORD0115,2025-04-30,CUST144,Notebook,Stationery,West,Goa,8,870.01,197.36,Debit Card,Corporate
ORD0116,2025-08-26,CUST012,Office Chair,Furniture,West,Goa,5,45148.17,3310.95,UPI,Returning
ORD0117,2025-05-01,CUST139,Backpack,Accessories,West,Maharashtra,3,5384.67,668.79,Cash,Corporate
ORD0118,2025-02-20,CUST072,Headphones,Electronics,East,Bihar,8,21078.26,5012.63,UPI,Corporate
ORD0119,2025-08-16,CUST095,Notebook,Stationery,North,Punjab,4,534.65,37.36,Net Banking,Corporate
ORD0120,2025-05-22,CUST117,Notebook,Stationery,West,Gujarat,4,548.18,131.45,UPI,Corporate
ORD0121,2025-06-20,CUST053,Office Chair,Furniture,West,Maharashtra,4,39004.98,8089.46,UPI,Corporate
ORD0122,2025-06-18,CUST071,Office Chair,Furniture,North,Delhi,3,27977.6,4733.71,Credit Card,New
ORD0123,2025-02-26,CUST061,Shoes,Fashion,South,Karnataka,1,2985.44,363.17,Net Banking,Returning
ORD0124,2025-01-27,CUST017,Laptop,Electronics,North,Punjab,3,179095.87,27798.74,Cash,Returning
ORD0125,2025-09-15,CUST134,Notebook,Stationery,West,Gujarat,4,545.45,32.0,Debit Card,Returning
ORD0126,2025-07-25,CUST114,Laptop,Electronics,West,Gujarat,7,412536.88,61077.64,UPI,New
ORD0127,2025-03-06,CUST084,Notebook,Stationery,North,Delhi,5,633.65,105.87,Cash,Corporate
ORD0128,2025-09-16,CUST142,Shoes,Fashion,South,Tamil Nadu,7,20715.4,3943.3,Credit Card,Returning
ORD0129,2025-06-23,CUST081,Backpack,Accessories,North,Punjab,8,14395.43,2820.39,Cash,Returning
ORD0130,2025-12-18,CUST024,Desk,Furniture,South,Karnataka,8,88011.2,19041.61,Cash,New
ORD0131,2025-01-31,CUST109,Notebook,Stationery,North,Rajasthan,6,768.6,101.58,UPI,
ORD0132,2025-02-23,CUST028,T-Shirt,Fashion,South,Tamil Nadu,4,3379.26,494.85,Debit Card,Corporate
ORD0133,2025-10-21,CUST143,Notebook,Stationery,West,Gujarat,4,528.87,115.84,UPI,Corporate
ORD0134,2025-05-20,CUST047,Desk,Furniture,West,Maharashtra,5,67823.06,8152.65,Credit Card,Corporate
ORD0135,2025-11-21,CUST097,Pen Set,Stationery,West,Maharashtra,1,166.13,25.93,Cash,Returning
ORD0136,2025-06-09,CUST022,Notebook,Stationery,North,Punjab,6,787.83,128.82,UPI,New
ORD0137,2025-02-11,CUST114,Headphones,Electronics,West,Goa,5,12634.73,1703.2,Cash,Returning
ORD0138,2025-08-09,CUST125,Office Chair,Furniture,West,Gujarat,2,16503.8,3064.71,Net Banking,Corporate
ORD0139,2025-07-22,CUST055,Desk,Furniture,West,Maharashtra,1,10823.06,1193.61,Credit Card,Returning
ORD0140,2025-01-04,CUST098,Desk,Furniture,South,Karnataka,8,104328.34,8882.41,Net Banking,Corporate
ORD0141,2025-07-23,CUST020,Office Chair,Furniture,South,Karnataka,1,8576.97,1217.51,Debit Card,Corporate
ORD0142,2025-11-24,CUST084,Pen Set,Stationery,East,Bihar,7,1225.2,160.51,Credit Card,Corporate
ORD0143,2025-08-12,CUST135,Backpack,Accessories,South,Karnataka,2,3458.98,580.33,UPI,Returning
ORD0144,2025-06-20,CUST136,Desk,Furniture,South,Karnataka,3,33087.41,5844.72,Net Banking,New
ORD0145,2025-11-27,CUST051,Notebook,Stationery,South,Telangana,3,345.26,27.38,Credit Card,Corporate
ORD0146,2025-11-18,CUST149,Headphones,Electronics,West,Maharashtra,8,20319.77,3306.98,Cash,Corporate
ORD0147,2025-06-11,CUST078,T-Shirt,Fashion,South,Telangana,3,2726.84,392.08,Debit Card,Corporate
ORD0148,2025-02-07,CUST095,Laptop,Electronics,South,Telangana,5,279244.8,16062.57,Debit Card,New
ORD0149,2025-10-25,CUST049,Smartphone,Electronics,East,Odisha,1,22273.54,4721.17,Debit Card,Corporate
ORD0150,2025-08-19,CUST022,Backpack,Accessories,North,Delhi,2,3969.87,863.35,Net Banking,Corporate
ORD0151,2025-12-29,CUST041,Headphones,Electronics,West,Maharashtra,8,22954.93,3553.74,Debit Card,Returning
ORD0152,2025-06-23,CUST017,Desk,Furniture,East,Odisha,1,13167.68,2363.09,Debit Card,New
ORD0153,2025-05-10,CUST037,Shoes,Fashion,East,Odisha,3,9440.07,1572.22,Debit Card,Returning
ORD0154,2025-12-29,CUST085,Pen Set,Stationery,North,Rajasthan,2,351.86,44.1,Credit Card,Corporate
ORD0155,2025-12-10,CUST080,Shoes,Fashion,West,Goa,7,23007.54,1234.26,Credit Card,New
ORD0156,2025-04-26,CUST026,Notebook,Stationery,East,West Bengal,3,337.95,36.89,Net Banking,Corporate
ORD0157,2025-06-22,CUST047,Shoes,Fashion,West,Goa,3,10073.39,814.44,Net Banking,New
ORD0158,2025-07-06,CUST115,Backpack,Accessories,West,Gujarat,4,8225.26,1415.72,Credit Card,Corporate
ORD0159,2025-04-10,CUST113,Office Chair,Furniture,South,Tamil Nadu,6,54548.41,8950.51,Cash,Returning
ORD0160,2025-04-13,CUST124,Pen Set,Stationery,East,West Bengal,3,603.86,36.49,Debit Card,Corporate
ORD0161,2025-02-12,CUST038,Smartphone,Electronics,West,Gujarat,3,63901.06,14765.06,Cash,New
ORD0162,2025-01-14,CUST061,Office Chair,Furniture,East,Odisha,7,54342.2,8173.14,Cash,New
ORD0163,2025-06-13,CUST038,Notebook,Stationery,North,Delhi,2,266.35,47.94,Credit Card,New
ORD0164,2025-03-13,CUST021,Desk,Furniture,East,Bihar,8,97166.44,4960.37,UPI,Returning
ORD0165,2025-11-08,CUST078,Office Chair,Furniture,North,Rajasthan,7,55203.9,5941.06,UPI,New
ORD0166,2025-11-15,CUST128,Office Chair,Furniture,East,Bihar,8,62267.72,13533.11,Net Banking,Corporate
ORD0167,2025-03-15,CUST062,Laptop,Electronics,North,Rajasthan,5,277010.17,47912.21,Net Banking,Returning
ORD0168,2025-07-04,CUST130,Headphones,Electronics,West,Goa,2,5691.75,903.94,Net Banking,New
ORD0169,2025-11-22,CUST005,Pen Set,Stationery,East,West Bengal,7,1443.03,145.36,Debit Card,New
ORD0170,2025-12-03,CUST086,Notebook,Stationery,North,Rajasthan,2,262.29,51.68,Credit Card,New
ORD0171,2025-03-31,CUST047,Notebook,Stationery,South,Telangana,8,1099.4,160.19,Credit Card,New
ORD0172,2025-04-14,CUST081,Backpack,Accessories,West,Gujarat,1,1976.0,448.86,Debit Card,Corporate
ORD0173,2025-01-19,CUST013,Pen Set,Stationery,East,Odisha,4,699.5,155.59,Debit Card,Returning
ORD0174,2025-07-24,CUST048,Smartphone,Electronics,South,Tamil Nadu,8,197764.05,25181.09,Cash,Corporate
ORD0175,2025-05-17,CUST047,Backpack,Accessories,South,Telangana,2,3894.37,256.19,Net Banking,Returning
ORD0176,2025-06-17,CUST110,Notebook,Stationery,West,Maharashtra,5,585.97,99.92,Credit Card,Corporate
ORD0177,2025-01-22,CUST015,Backpack,Accessories,South,Tamil Nadu,6,11380.1,1558.94,UPI,Corporate
ORD0178,2025-12-14,CUST113,Pen Set,Stationery,South,Telangana,3,614.63,48.28,UPI,New
ORD0179,2025-07-07,CUST040,Smartphone,Electronics,North,Rajasthan,6,131434.2,21482.78,Cash,Returning
ORD0180,2025-10-21,CUST072,Notebook,Stationery,East,West Bengal,3,371.65,48.17,Credit Card,New
ORD0181,2025-09-23,CUST067,Laptop,Electronics,North,Punjab,7,434428.47,31953.17,Cash,New
ORD0182,2025-09-09,CUST116,T-Shirt,Fashion,South,Telangana,4,3350.37,738.98,Credit Card,Corporate
ORD0183,2025-06-13,CUST075,Backpack,Accessories,West,Goa,6,11635.76,1861.71,Debit Card,New
ORD0184,2025-04-25,CUST061,Headphones,Electronics,South,Telangana,2,5731.42,1194.5,Cash,New
ORD0185,2025-10-10,CUST080,Notebook,Stationery,South,Tamil Nadu,3,379.08,25.49,Cash,Corporate
ORD0186,2025-10-22,CUST019,Backpack,Accessories,East,Odisha,2,3352.79,380.22,Cash,Returning
ORD0187,2025-10-10,CUST129,Shoes,Fashion,South,Karnataka,3,10482.68,794.66,UPI,New
ORD0188,2025-03-26,CUST089,Shoes,Fashion,North,Punjab,3,9414.39,1806.31,Net Banking,Returning
ORD0189,2025-11-22,CUST137,Smartphone,Electronics,South,Karnataka,5,102442.18,11326.51,UPI,Corporate
ORD0190,2025-12-04,CUST008,Headphones,Electronics,North,Delhi,6,16659.49,2710.89,UPI,New
ORD0191,2025-04-18,CUST140,T-Shirt,Fashion,South,Telangana,7,6643.52,372.42,Debit Card,Corporate
ORD0192,2025-12-17,CUST016,Desk,Furniture,East,West Bengal,7,81846.11,5286.82,Credit Card,Returning
ORD0193,2025-04-15,CUST082,Pen Set,Stationery,East,Odisha,6,1135.8,127.8,Debit Card,Returning
ORD0194,2025-10-15,CUST069,Headphones,Electronics,South,Telangana,2,4898.89,701.98,Cash,New
ORD0195,2025-05-29,CUST041,Headphones,Electronics,West,Maharashtra,7,19530.72,2609.83,Debit Card,Corporate
ORD0196,2025-09-13,CUST006,Notebook,Stationery,North,Delhi,8,983.7,109.89,UPI,Returning
ORD0197,2025-04-21,CUST121,Shoes,Fashion,East,West Bengal,6,17513.56,1861.19,Debit Card,Corporate
ORD0198,2025-03-10,CUST094,Laptop,Electronics,West,Gujarat,5,297516.18,60327.76,UPI,Returning
ORD0199,2025-10-11,CUST141,Laptop,Electronics,North,Punjab,5,252555.31,38098.25,Debit Card,Corporate
ORD0200,2025-02-19,CUST143,T-Shirt,Fashion,West,Maharashtra,7,6257.79,1547.91,Debit Card,New
ORD0201,2025-01-21,CUST122,Office Chair,Furniture,East,Bihar,1,7732.69,1490.23,Net Banking,Returning
ORD0202,2025-11-10,CUST077,Headphones,Electronics,North,Punjab,6,14109.38,3500.86,Net Banking,Returning
ORD0203,2025-10-16,CUST085,Shoes,Fashion,East,Bihar,5,16299.57,869.21,UPI,Returning
ORD0204,2025-12-19,CUST149,T-Shirt,Fashion,South,Telangana,1,944.3,97.36,,New
ORD0205,2025-09-26,CUST009,Laptop,Electronics,East,West Bengal,7,360723.41,67147.0,Net Banking,Corporate
ORD0206,2025-08-14,CUST053,Smartphone,Electronics,North,Delhi,6,132619.75,17584.32,Cash,Corporate
ORD0207,2025-02-01,CUST123,T-Shirt,Fashion,East,Bihar,3,2780.11,450.87,Net Banking,Returning
ORD0208,2025-09-30,CUST068,Notebook,Stationery,North,Punjab,6,746.33,138.2,Net Banking,Returning
ORD0209,2025-10-13,CUST077,Office Chair,Furniture,North,Punjab,5,40639.21,9939.62,Debit Card,Corporate
ORD0210,2025-09-03,CUST071,Office Chair,Furniture,East,Odisha,6,53046.22,12566.49,Debit Card,New
ORD0211,2025-06-26,CUST021,T-Shirt,Fashion,East,Odisha,3,2626.06,282.37,Debit Card,Returning
ORD0212,2025-04-14,CUST036,Desk,Furniture,East,West Bengal,5,67995.36,12867.05,UPI,Corporate
ORD0213,2025-01-26,CUST106,T-Shirt,Fashion,North,Delhi,4,3814.15,230.75,Debit Card,Corporate
ORD0214,2025-03-12,CUST041,Backpack,Accessories,West,Goa,1,2054.03,504.43,Cash,Corporate
ORD0215,2025-04-13,CUST023,Backpack,Accessories,East,Bihar,5,8822.63,1580.84,Net Banking,New
ORD0216,2025-08-02,CUST102,Shoes,Fashion,West,Maharashtra,3,10881.41,623.16,Cash,New
ORD0217,2025-06-02,CUST117,Desk,Furniture,West,Maharashtra,2,27170.73,3179.2,Net Banking,Corporate
ORD0218,2025-08-28,CUST042,Backpack,Accessories,North,Rajasthan,5,8533.83,618.95,Cash,Corporate
ORD0219,2025-06-22,CUST045,Desk,Furniture,North,Delhi,5,62516.72,12594.4,Net Banking,Corporate
ORD0220,2025-06-17,CUST036,Pen Set,Stationery,East,Bihar,2,360.07,24.87,Cash,Returning
ORD0221,2025-07-16,CUST085,Office Chair,Furniture,West,Gujarat,4,34397.25,3556.64,Debit Card,Corporate
ORD0222,2025-12-01,CUST031,T-Shirt,Fashion,West,Gujarat,6,5795.24,361.77,Cash,Returning
ORD0223,2025-09-15,CUST076,Headphones,Electronics,East,Bihar,5,13407.16,2383.02,Debit Card,Corporate
ORD0224,2025-09-02,CUST096,Office Chair,Furniture,North,Delhi,3,25850.49,6404.91,Cash,Corporate
ORD0225,2025-12-07,CUST021,Shoes,Fashion,East,Bihar,4,13957.95,2597.13,Net Banking,Returning
ORD0226,2025-10-16,CUST130,Shoes,Fashion,South,Karnataka,2,5858.81,934.66,Credit Card,Corporate
ORD0227,2025-06-17,CUST150,Shoes,Fashion,North,Delhi,8,23783.94,2166.25,Cash,New
ORD0228,2025-08-21,CUST015,Shoes,Fashion,East,West Bengal,3,9871.79,1395.47,Net Banking,Returning
ORD0229,2025-05-11,CUST012,Desk,Furniture,West,Gujarat,1,13037.41,2159.81,Cash,Returning
ORD0230,2025-08-30,CUST035,Smartphone,Electronics,West,Maharashtra,1,21379.0,1838.51,Cash,Returning
ORD0231,2025-07-12,CUST139,Pen Set,Stationery,East,Odisha,2,385.45,70.29,Credit Card,Corporate
ORD0232,2025-10-03,CUST058,Notebook,Stationery,West,Maharashtra,7,867.06,169.57,UPI,New
ORD0233,2025-10-06,CUST064,Desk,Furniture,East,Bihar,7,86770.61,18627.23,Cash,Returning
ORD0234,2025-02-27,CUST005,Headphones,Electronics,South,Karnataka,1,2755.92,368.87,Credit Card,New
ORD0235,2025-01-18,CUST013,Smartphone,Electronics,West,Goa,8,184702.54,35214.88,Credit Card,Corporate
ORD0236,2025-04-30,CUST036,Laptop,Electronics,East,Odisha,4,239491.21,49146.64,Net Banking,Returning
ORD0237,2025-11-03,CUST134,Office Chair,Furniture,South,Telangana,6,48920.53,11019.43,Credit Card,Returning
ORD0238,2025-10-13,CUST127,Desk,Furniture,South,Karnataka,3,38033.94,5151.32,UPI,Returning
ORD0239,2025-08-02,CUST138,Pen Set,Stationery,South,Telangana,7,1181.0,147.97,Cash,New
ORD0240,2025-03-15,CUST107,Office Chair,Furniture,South,Telangana,8,76750.6,12470.22,Net Banking,Corporate
ORD0241,2025-05-11,CUST116,Headphones,Electronics,East,West Bengal,4,9825.66,646.67,Debit Card,New
ORD0242,2025-05-18,CUST019,Shoes,Fashion,North,Delhi,7,23932.56,4082.52,Credit Card,Corporate
ORD0243,2025-04-17,CUST055,Shoes,Fashion,North,Punjab,6,18735.3,4342.82,Credit Card,Corporate
ORD0244,2025-12-23,CUST083,Smartphone,Electronics,East,West Bengal,4,87925.91,8604.97,Debit Card,Returning
ORD0245,2025-05-14,CUST026,Backpack,Accessories,South,Tamil Nadu,6,11104.6,1659.64,Cash,Returning
ORD0246,2025-07-31,CUST038,Office Chair,Furniture,South,Tamil Nadu,1,8845.37,833.72,UPI,Returning
